vehicle_id,model,chemistry,capacity_kwh,cycle_number,odometer_km,avg_temperature_c,max_temperature_c,fast_charge_ratio,depth_of_discharge,c_rate,internal_resistance_mohm,cell_voltage_variance,cumulative_kwh_throughput,state_of_health,remaining_useful_life_cycles,is_anomaly
EV-136,Volvo EX90 Twin Motor,NMC 811,107.0,175,6977,37.28,42.31,0.269,0.762,1.17,1.639,0.0103,26396.8,93.18,594,0
EV-136,Volvo EX90 Twin Motor,NMC 811,107.0,176,7114,37.53,44.75,0.093,0.783,0.91,1.64,0.0082,27263.0,93.14,593,0
EV-136,Volvo EX90 Twin Motor,NMC 811,107.0,177,7445,31.32,40.42,0.206,0.801,1.08,1.641,0.0096,28069.2,93.11,593,0
EV-136,Volvo EX90 Twin Motor,NMC 811,107.0,178,7010,36.48,47.06,0.21,0.809,1.08,2.043,0.0096,28520.1,93.07,592,0
EV-136,Volvo EX90 Twin Motor,NMC 811,107.0,179,6822,39.96,46.11,0.229,0.877,1.11,2.045,0.0099,31090.5,93.01,589,0
EV-136,Volvo EX90 Twin Motor,NMC 811,107.0,180,6995,35.14,43.88,0.259,0.825,1.16,1.646,0.0103,29409.0,92.98,588,0
EV-136,Volvo EX90 Twin Motor,NMC 811,107.0,181,7366,35.19,45.2,0.189,0.831,1.05,2.047,0.0094,29779.5,92.94,588,0
EV-136,Volvo EX90 Twin Motor,NMC 811,107.0,182,7252,34.75,39.74,0.171,0.785,1.02,1.648,0.0092,28294.6,92.91,588,0
EV-136,Volvo EX90 Twin Motor,NMC 811,107.0,183,7356,37.48,46.25,0.158,0.824,1.0,2.05,0.0091,29844.3,92.87,586,0
EV-136,Volvo EX90 Twin Motor,NMC 811,107.0,184,7712,35.57,48.41,0.144,0.81,0.98,2.051,0.0089,29518.4,92.83,586,0
EV-136,Volvo EX90 Twin Motor,NMC 811,107.0,185,7188,39.33,46.43,0.238,0.739,1.12,2.052,0.0101,27060.8,92.79,584,0
EV-136,Volvo EX90 Twin Motor,NMC 811,107.0,186,7760,33.58,47.55,0.148,0.786,0.99,2.053,0.009,28944.4,92.76,584,0
EV-136,Volvo EX90 Twin Motor,NMC 811,107.0,187,7209,33.86,41.98,0.147,0.782,0.99,1.654,0.009,28953.0,92.73,584,0
EV-136,Volvo EX90 Twin Motor,NMC 811,107.0,188,8223,37.03,47.11,0.224,0.764,1.1,2.056,0.01,28414.0,92.69,584,0
EV-136,Volvo EX90 Twin Motor,NMC 811,107.0,189,7469,37.93,48.07,0.189,0.852,1.05,2.057,0.0096,31859.7,92.65,582,0
EV-136,Volvo EX90 Twin Motor,NMC 811,107.0,190,7573,34.77,44.61,0.13,0.821,0.96,1.658,0.0089,30880.7,92.62,581,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,1,42,28.18,35.58,0.159,0.488,0.67,1.401,0.0059,70.4,99.98,1431,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,2,81,23.0,28.7,0.168,0.476,0.69,1.401,0.006,137.6,99.96,1533,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,3,115,29.24,36.29,0.186,0.48,0.71,1.402,0.0063,208.0,99.94,1588,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,4,170,35.87,47.7,0.2,0.423,0.73,1.803,0.0064,244.6,99.93,1596,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,5,215,30.86,44.52,0.191,0.398,0.72,1.403,0.0063,287.4,99.91,1705,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,6,249,33.7,39.48,0.094,0.417,0.57,1.404,0.0052,361.6,99.9,1763,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,7,298,32.12,45.09,0.244,0.376,0.8,1.804,0.007,380.2,99.89,1843,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,8,346,28.86,33.26,0.152,0.431,0.66,1.404,0.0059,498.5,99.87,1884,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,9,376,34.31,39.2,0.124,0.391,0.62,1.405,0.0056,509.0,99.86,1921,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,10,387,33.18,44.2,0.271,0.406,0.84,1.405,0.0073,585.9,99.85,1943,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,11,464,27.16,38.62,0.252,0.416,0.81,1.406,0.0071,661.4,99.83,1968,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,12,498,27.04,34.83,0.156,0.427,0.67,1.406,0.0059,739.7,99.82,1994,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,13,547,31.36,45.09,0.155,0.434,0.67,1.807,0.0059,814.9,99.81,2014,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,14,608,32.61,41.74,0.226,0.487,0.77,1.407,0.0068,985.9,99.79,1999,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,15,576,32.55,43.15,0.239,0.428,0.79,1.408,0.007,927.7,99.78,2011,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,16,668,32.83,37.2,0.212,0.407,0.75,1.408,0.0067,941.2,99.77,2029,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,17,692,34.71,46.41,0.258,0.458,0.82,1.809,0.0072,1125.4,99.75,2007,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,18,761,29.34,35.44,0.222,0.427,0.77,1.409,0.0068,1111.7,99.74,2021,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,19,784,31.64,38.32,0.156,0.451,0.67,1.41,0.006,1238.3,99.72,2030,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,20,782,29.19,35.46,0.306,0.404,0.89,1.41,0.0078,1168.1,99.71,2043,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,21,816,30.3,38.92,0.268,0.393,0.83,1.411,0.0073,1192.8,99.7,2061,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,22,910,34.05,42.31,0.123,0.362,0.62,1.411,0.0056,1149.4,99.69,2085,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,23,902,33.1,46.75,0.123,0.403,0.62,1.811,0.0056,1338.2,99.68,2100,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,24,953,28.63,38.29,0.184,0.394,0.71,1.412,0.0064,1364.8,99.66,2118,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,25,1026,29.72,33.81,0.23,0.457,0.78,1.412,0.0069,1650.8,99.65,2118,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,26,999,33.65,38.0,0.236,0.438,0.79,1.413,0.007,1645.1,99.64,2114,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,27,1041,29.0,36.93,0.227,0.478,0.77,1.413,0.0069,1865.2,99.62,2109,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,28,1176,31.87,36.78,0.183,0.385,0.71,1.414,0.0064,1559.5,99.61,2126,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,29,1274,26.3,39.73,0.191,0.391,0.72,1.414,0.0065,1637.2,99.6,2142,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,30,1155,30.01,37.5,0.1,0.459,0.58,1.414,0.0054,1987.4,99.59,2145,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,31,1218,31.8,41.44,0.231,0.426,0.78,1.415,0.007,1907.6,99.57,2151,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,32,1318,28.42,33.68,0.172,0.399,0.69,1.415,0.0063,1844.1,99.56,2163,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,33,1429,30.59,44.37,0.182,0.418,0.71,1.416,0.0064,1994.0,99.55,2171,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,34,1447,28.13,37.49,0.204,0.486,0.74,1.416,0.0067,2385.1,99.54,2165,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,35,1353,30.7,35.48,0.187,0.407,0.71,1.417,0.0065,2057.7,99.52,2175,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,36,1397,29.88,41.0,0.25,0.399,0.81,1.417,0.0072,2074.2,99.51,2183,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,37,1497,32.27,45.26,0.105,0.408,0.59,1.817,0.0055,2179.3,99.5,2193,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,38,1575,22.37,31.11,0.103,0.434,0.59,1.418,0.0055,2385.3,99.49,2199,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,39,1705,31.98,41.99,0.13,0.488,0.63,1.418,0.0058,2750.8,99.48,2195,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,40,1597,32.27,38.54,0.188,0.402,0.72,1.419,0.0065,2325.5,99.47,2203,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,41,1558,35.53,48.57,0.25,0.407,0.81,1.819,0.0073,2408.6,99.45,2196,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,42,1642,31.58,37.11,0.153,0.414,0.66,1.42,0.0061,2509.8,99.44,2203,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,43,1787,32.04,38.12,0.222,0.458,0.77,1.42,0.0069,2846.7,99.43,2201,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,44,1913,34.02,45.65,0.135,0.386,0.64,1.821,0.0059,2451.2,99.41,2208,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,45,1955,28.68,34.49,0.131,0.439,0.63,1.421,0.0058,2856.5,99.4,2211,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,46,1905,29.69,39.98,0.209,0.416,0.75,1.421,0.0068,2767.7,99.39,2216,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,47,1942,35.62,44.79,0.28,0.426,0.85,1.422,0.0076,2894.1,99.37,2204,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,48,1934,38.36,44.58,0.254,0.425,0.82,1.423,0.0073,2945.4,99.35,2183,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,49,1905,33.59,39.2,0.203,0.383,0.74,1.423,0.0067,2708.3,99.34,2189,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,50,2191,30.54,39.78,0.261,0.417,0.82,1.423,0.0074,3009.2,99.33,2192,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,51,2158,29.32,38.02,0.23,0.473,0.78,1.424,0.0071,3484.5,99.32,2188,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,52,1990,32.3,42.93,0.287,0.439,0.86,1.424,0.0078,3301.4,99.3,2187,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,53,2191,29.77,35.63,0.23,0.417,0.78,1.425,0.0071,3191.1,99.29,2191,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,54,2295,32.83,43.58,0.252,0.368,0.81,1.425,0.0074,2871.2,99.28,2199,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,55,2305,30.55,43.44,0.116,0.458,0.61,1.426,0.0057,3638.7,99.27,2200,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,56,2275,33.36,46.87,0.251,0.417,0.81,1.826,0.0073,3373.2,99.26,2200,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,57,2174,27.39,37.33,0.164,0.446,0.68,1.426,0.0063,3671.9,99.24,2201,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,58,2551,32.02,40.41,0.248,0.428,0.81,1.427,0.0073,3587.0,99.23,2203,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,59,2282,31.84,39.17,0.253,0.415,0.81,1.427,0.0074,3540.9,99.22,2206,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,60,2398,29.79,38.32,0.154,0.402,0.66,1.428,0.0062,3487.8,99.21,2212,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,61,2323,28.69,41.71,0.171,0.454,0.69,1.428,0.0064,4002.2,99.2,2212,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,62,2648,27.77,34.94,0.152,0.435,0.66,1.429,0.0062,3898.3,99.18,2214,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,63,2724,26.15,36.99,0.184,0.43,0.71,1.429,0.0066,3916.8,99.17,2217,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,64,2514,30.72,36.8,0.107,0.419,0.59,1.429,0.0057,3874.7,99.16,2221,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,65,2751,32.36,41.9,0.195,0.403,0.73,1.43,0.0067,3788.3,99.15,2225,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,66,2697,27.2,35.05,0.153,0.399,0.66,1.43,0.0062,3803.5,99.14,2231,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,67,2656,34.45,39.97,0.175,0.398,0.7,1.431,0.0065,3855.3,99.13,2232,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,68,2737,33.63,46.66,0.118,0.459,0.61,1.831,0.0058,4510.2,99.11,2229,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,69,2640,32.23,43.03,0.203,0.429,0.74,1.432,0.0068,4275.8,99.1,2230,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,70,2691,30.72,37.4,0.181,0.478,0.71,1.432,0.0066,4829.8,99.09,2227,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,71,2875,33.71,44.24,0.264,0.439,0.83,1.432,0.0076,4507.5,99.07,2223,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,72,3051,28.3,33.01,0.253,0.425,0.81,1.433,0.0075,4425.5,99.06,2224,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,73,2933,32.5,37.77,0.216,0.335,0.76,1.433,0.007,3532.2,99.05,2234,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,74,3072,28.09,35.96,0.245,0.44,0.8,1.434,0.0074,4700.8,99.04,2233,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,75,3125,28.69,40.69,0.18,0.399,0.7,1.434,0.0066,4325.8,99.03,2238,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,76,3086,33.76,40.34,0.172,0.426,0.69,1.434,0.0065,4673.2,99.01,2237,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,77,3348,25.22,36.5,0.24,0.426,0.79,1.435,0.0073,4743.8,99.0,2238,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,78,3162,33.31,38.86,0.188,0.427,0.72,1.435,0.0067,4809.2,98.99,2238,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,79,3104,31.63,42.49,0.151,0.406,0.66,1.436,0.0063,4631.3,98.98,2242,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,80,3483,29.34,42.73,0.112,0.414,0.6,1.436,0.0058,4780.4,98.97,2245,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,81,3208,28.76,37.75,0.146,0.39,0.65,1.436,0.0062,4561.6,98.96,2250,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,82,3239,25.19,30.98,0.112,0.446,0.6,1.437,0.0058,5281.5,98.95,2251,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,83,3180,28.32,36.47,0.224,0.405,0.77,1.437,0.0072,4851.5,98.93,2254,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,84,3534,34.9,40.98,0.237,0.368,0.79,1.438,0.0073,4465.6,98.92,2255,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,85,3285,29.48,42.0,0.218,0.414,0.76,1.438,0.0071,5090.3,98.91,2257,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,86,3741,32.03,43.4,0.159,0.366,0.67,1.438,0.0064,4550.7,98.9,2263,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,87,3405,29.43,42.23,0.281,0.417,0.86,1.439,0.0079,5245.6,98.89,2264,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,88,3573,31.42,38.55,0.223,0.433,0.77,1.439,0.0072,5500.4,98.88,2264,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,89,3825,32.04,36.76,0.2,0.46,0.73,1.44,0.0069,5912.7,98.86,2262,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,90,3759,33.93,40.44,0.183,0.436,0.71,1.44,0.0067,5673.5,98.85,2260,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,91,3719,25.99,32.17,0.093,0.409,0.57,1.441,0.0056,5381.9,98.84,2263,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,92,3666,30.98,37.38,0.18,0.451,0.7,1.441,0.0067,5992.5,98.83,2262,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,93,3762,37.65,46.49,0.233,0.48,0.78,1.842,0.0073,6449.6,98.81,2245,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,94,3964,28.76,36.66,0.178,0.43,0.7,1.442,0.0067,5842.2,98.8,2246,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,95,3883,38.18,44.26,0.242,0.418,0.8,1.443,0.0075,5734.5,98.78,2235,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,96,3743,28.72,36.22,0.12,0.404,0.61,1.443,0.006,5597.4,98.77,2239,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,97,4066,33.12,45.42,0.237,0.461,0.79,1.844,0.0074,6462.3,98.75,2235,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,98,4209,26.31,32.89,0.101,0.452,0.58,1.444,0.0058,6400.7,98.74,2235,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,99,3853,32.08,36.25,0.244,0.468,0.8,1.445,0.0075,6693.2,98.73,2232,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,100,4008,35.52,48.97,0.191,0.45,0.72,1.845,0.0069,6508.0,98.71,2226,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,101,3961,29.5,39.42,0.146,0.438,0.65,1.446,0.0063,6384.6,98.7,2227,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,102,4381,29.89,40.05,0.194,0.399,0.72,1.446,0.0069,5884.4,98.69,2230,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,103,4177,33.05,46.02,0.201,0.393,0.74,1.846,0.007,5855.8,98.68,2232,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,104,4490,37.56,48.16,0.251,0.414,0.81,1.847,0.0076,6214.9,98.66,2224,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,105,4354,28.59,38.84,0.209,0.443,0.75,1.447,0.0071,6721.0,98.65,2223,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,106,4393,34.28,45.03,0.16,0.429,0.67,1.848,0.0065,6570.9,98.63,2222,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,107,4664,33.57,41.7,0.163,0.467,0.68,1.448,0.0066,7212.7,98.62,2218,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,108,4498,32.58,44.44,0.238,0.411,0.79,1.449,0.0075,6408.6,98.61,2219,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,109,4671,30.21,39.35,0.131,0.398,0.63,1.449,0.0062,6261.8,98.6,2223,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,110,4781,27.22,39.69,0.192,0.43,0.72,1.449,0.0069,6829.1,98.59,2224,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,111,4743,31.68,40.48,0.182,0.443,0.71,1.45,0.0068,7106.1,98.57,2223,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,112,4305,33.47,46.98,0.245,0.452,0.8,1.85,0.0076,7321.9,98.56,2220,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,113,4423,31.84,62.39,0.215,0.437,0.76,1.851,0.0322,7141.9,98.53,2191,1
EV-137,Tesla Model Y Long Range,NMC 811,78.1,114,4849,29.5,38.37,0.208,0.438,0.74,1.452,0.0072,7210.9,98.52,2191,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,115,4607,29.54,36.05,0.242,0.42,0.8,1.452,0.0076,6982.8,98.5,2192,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,116,4628,32.35,42.29,0.216,0.444,0.76,1.453,0.0073,7440.3,98.49,2192,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,117,4624,32.07,39.41,0.227,0.526,0.77,1.453,0.0074,8888.5,98.48,2186,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,118,5094,30.56,39.13,0.29,0.43,0.87,1.454,0.0082,7333.3,98.46,2186,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,119,5084,32.58,41.84,0.23,0.439,0.78,1.454,0.0075,7554.6,98.45,2185,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,120,4734,29.06,34.78,0.216,0.389,0.76,1.455,0.0073,6740.9,98.44,2188,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,121,5313,30.14,42.57,0.268,0.396,0.83,1.455,0.0079,6923.2,98.43,2190,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,122,4897,29.31,42.55,0.246,0.369,0.8,1.455,0.0077,6510.9,98.42,2193,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,123,5296,31.1,41.01,0.144,0.366,0.65,1.456,0.0064,6499.1,98.41,2198,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,124,4936,33.16,42.65,0.203,0.392,0.74,1.456,0.0072,7015.0,98.4,2200,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,125,5426,30.85,34.86,0.147,0.439,0.65,1.456,0.0065,7930.8,98.39,2200,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,126,4890,27.09,40.26,0.151,0.409,0.66,1.457,0.0065,7436.8,98.38,2202,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,127,5290,29.24,33.87,0.264,0.403,0.83,1.457,0.0079,7397.0,98.37,2204,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,128,5603,27.26,33.04,0.217,0.403,0.76,1.458,0.0073,7445.5,98.35,2205,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,129,5375,31.58,36.63,0.16,0.395,0.67,1.458,0.0067,7355.5,98.34,2208,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,130,5327,26.61,35.61,0.288,0.419,0.86,1.458,0.0082,7873.5,98.33,2208,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,131,4995,31.28,43.21,0.092,0.458,0.57,1.459,0.0059,8663.7,98.32,2208,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,132,5115,30.53,35.16,0.15,0.431,0.66,1.459,0.0066,8226.9,98.31,2209,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,133,5198,31.09,38.85,0.221,0.452,0.76,1.46,0.0074,8677.1,98.3,2208,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,134,5149,31.32,40.21,0.213,0.429,0.75,1.46,0.0073,8301.3,98.28,2208,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,135,5746,28.78,37.81,0.199,0.407,0.73,1.46,0.0072,7931.3,98.27,2209,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,136,5958,28.23,35.29,0.23,0.401,0.78,1.461,0.0075,7874.2,98.26,2211,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,137,5576,27.84,41.76,0.227,0.374,0.77,1.461,0.0075,7403.6,98.25,2214,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,138,5366,33.52,44.53,0.255,0.424,0.82,1.462,0.0079,8461.2,98.24,2212,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,139,5485,33.12,42.82,0.216,0.389,0.76,1.462,0.0074,7813.7,98.23,2214,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,140,5435,36.78,47.52,0.261,0.404,0.82,1.863,0.0079,8175.2,98.21,2209,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,141,5703,30.14,36.31,0.169,0.387,0.69,1.463,0.0068,7887.7,98.2,2212,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,142,6028,35.87,60.94,0.271,0.362,0.84,1.864,0.0331,7424.0,98.17,2187,1
EV-137,Tesla Model Y Long Range,NMC 811,78.1,143,5648,33.61,39.62,0.18,0.446,0.7,1.464,0.007,9222.5,98.16,2185,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,144,6109,33.4,42.19,0.284,0.435,0.86,1.465,0.0082,9055.8,98.14,2183,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,145,6020,27.1,38.36,0.15,0.42,0.66,1.465,0.0066,8797.8,98.13,2184,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,146,5666,30.76,41.94,0.145,0.476,0.65,1.466,0.0066,10038.1,98.12,2183,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,147,5840,29.27,37.02,0.138,0.413,0.64,1.466,0.0065,8768.4,98.11,2185,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,148,6170,32.66,44.91,0.193,0.387,0.72,1.467,0.0072,8280.0,98.1,2186,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,149,6397,29.89,41.35,0.123,0.466,0.62,1.467,0.0063,10036.6,98.09,2186,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,150,6357,32.51,42.58,0.288,0.434,0.87,1.467,0.0083,9416.6,98.07,2185,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,151,5986,32.84,39.36,0.182,0.429,0.71,1.468,0.0071,9357.4,98.06,2184,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,152,6637,35.8,44.08,0.207,0.435,0.74,1.468,0.0074,9548.5,98.05,2180,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,153,6120,35.42,41.02,0.265,0.422,0.83,1.469,0.0081,9324.8,98.03,2177,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,154,6246,28.6,37.46,0.178,0.419,0.7,1.469,0.007,9314.9,98.02,2178,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,155,6205,33.45,40.87,0.21,0.415,0.75,1.47,0.0074,9292.6,98.01,2178,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,156,5971,29.27,36.1,0.195,0.448,0.73,1.47,0.0072,10098.3,97.99,2177,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,157,6374,28.87,38.18,0.204,0.366,0.74,1.471,0.0074,8309.2,97.99,2180,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,158,6674,28.94,33.43,0.193,0.427,0.72,1.471,0.0072,9755.9,97.97,2181,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,159,6698,34.28,44.76,0.141,0.497,0.64,1.471,0.0066,11428.4,97.96,2176,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,160,6303,31.8,43.35,0.161,0.386,0.67,1.472,0.0069,8923.4,97.95,2178,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,161,6289,28.96,38.28,0.128,0.467,0.63,1.472,0.0065,10862.7,97.93,2177,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,162,6226,31.51,44.18,0.243,0.427,0.8,1.473,0.0078,9987.9,97.92,2177,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,163,6998,34.05,40.85,0.163,0.458,0.68,1.473,0.0069,10797.9,97.91,2175,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,164,6934,37.64,49.4,0.182,0.459,0.71,1.874,0.0071,10877.5,97.89,2167,1
EV-137,Tesla Model Y Long Range,NMC 811,78.1,165,6426,33.49,39.99,0.224,0.496,0.77,1.474,0.0077,11820.4,97.87,2163,0
EV-137,Tesla Model Y Long Range,NMC 811,78.1,166,7150,33.55,40.11,0.17,0.403,0.69,1.475,0.007,9671.2,97.86,2163,0
